track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,decade
2o49Twc3qrNMOt8gq9W06L,Pictures Of You - Remastered,The Cure,60,0H6TddUF2M63ZSHGvhk5yy,Disintegration (Deluxe Edition),1989-05-02,permanent wave,7rPsfDTqiZYIT4PVzQ4c0c,rock,permanent wave,0.476,0.764,9,-6.454,1,0.032,0.00325,0.112,0.138,0.546,171.903,448307,1900
5bSASu4W0HJx6CuG8rbRcA,Reel Around the Fountain - 2011 Remaster,The Smiths,51,6cI1XoZsOhkyrCwtuI70CN,The Smiths,1984,permanent wave,7rPsfDTqiZYIT4PVzQ4c0c,rock,permanent wave,0.67,0.571,9,-9.976,1,0.0255,0.00507,7.23e-5,0.124,0.899,109.905,359227,1900
3OS4XXm4S42pnESQmtN9MG,Well I Wonder - 2011 Remaster,The Smiths,54,5DM1qCdgGt2zbknnsVn1Ca,Meat Is Murder,1985,permanent wave,7rPsfDTqiZYIT4PVzQ4c0c,rock,permanent wave,0.643,0.59,11,-10.843,0,0.0284,0.0806,0.00578,0.174,0.818,126.651,239427,1900
5xLfQuX5YAfog2JgPz0dpA,Moving in Stereo,The Cars,56,4tJPWT4r4FSKwy784Qs1Fq,The Cars,1978-06-06,permanent wave,7rPsfDTqiZYIT4PVzQ4c0c,rock,permanent wave,0.718,0.543,4,-11.238,1,0.0372,0.0606,0.0988,0.0646,0.37,115.522,286107,1900
1EjQRTG53jsinzk2xlVVJP,Enjoy The Silence - 2006 Remastered Version,Depeche Mode,50,5g3Yi15plTSMaq6tYiuw8p,Violator (2006 Remastered Edition),1990-03-19,permanent wave,7rPsfDTqiZYIT4PVzQ4c0c,rock,permanent wave,0.381,0.589,0,-11.967,0,0.032,0.347,0.0152,0.127,0.225,112.969,372813,1900
7vhhU4SsMDV8uSQlCxf1Lk,Say It Ain't So,Weezer,5,5n15QbYKbO4pzAV2Iy1VVG,Weezer,1994-05-10,keg party jukebox,4PjiT7SWnUsTTTvKOuR76f,rock,permanent wave,0.634,0.551,3,-7.136,1,0.0352,0.00737,1.82e-5,0.07,0.453,151.779,258827,1900
7yCPwWs66K8Ba5lFuU2bcx,All The Small Things,blink-182,21,5qt11cWjSs5Gbqj2Wyfu38,Enema Of The State,1999-01-01,keg party jukebox,4PjiT7SWnUsTTTvKOuR76f,rock,permanent wave,0.439,0.891,0,-4.764,1,0.057,0.0122,0,0.547,0.695,148.599,168000,1900
3Y8Ff1nH44jFywAtpgmleZ,1979 - Remastered 2012,The Smashing Pumpkins,15,4bPT6Q8ppaSNppk1kbEbLl,Mellon Collie And The Infinite Sadness (Remastered),1995-12-12,keg party jukebox,4PjiT7SWnUsTTTvKOuR76f,rock,permanent wave,0.765,0.788,3,-9.896,1,0.0332,0.0166,0.588,0.0513,0.964,126.879,266200,1900
4PXH3g9qGgMqDlC52dJw07,Blister In The Sun,Violent Femmes,9,645pkwf8FAE9eYY2vx7TiO,Violent Femmes: Deluxe Edition,1982,keg party jukebox,4PjiT7SWnUsTTTvKOuR76f,rock,permanent wave,0.725,0.558,0,-8.557,1,0.125,0.318,0,0.0976,0.88,96.969,144947,1900
027h5P3kCyktHv9dpHUBBS,Why Don't You Get A Job,The Offspring,8,5Jf9wK4k3A1rdH8YSBQg0J,Americana,1998-11-16,keg party jukebox,4PjiT7SWnUsTTTvKOuR76f,rock,permanent wave,0.767,0.876,5,-4.435,1,0.0757,0.0812,1.36e-6,0.337,0.595,107.915,172467,1900
60CirPlTOEWOUBus7HxV3B,Radioactive,Kings of Leon,59,5xFZ4iElFbUFtOGX4lvdTM,Come Around Sundown (Expanded Edition),2010-10-19,keg party jukebox,4PjiT7SWnUsTTTvKOuR76f,rock,permanent wave,0.408,0.925,5,-4.88,1,0.0533,0.00877,4.54e-4,0.12,0.361,126.405,206187,2000
3oX3F14vpkCMJnFoF3DSEr,I Want You To Want Me - Soundtrack,Letters To Cleo,3,2wQ7olOHDHVpgKmKajOxDf,10 Things I Hate About You,1999,keg party jukebox,4PjiT7SWnUsTTTvKOuR76f,rock,permanent wave,0.273,0.84,0,-3.497,1,0.133,0.0238,9.21e-6,0.0707,0.656,208.527,205907,1900
1b7W82wt7cFgOQQ5XVKKoN,She Hates Me,Puddle Of Mudd,21,51yHlapHANyjwnZmws6JY6,She Hates Me,2002-01-01,keg party jukebox,4PjiT7SWnUsTTTvKOuR76f,rock,permanent wave,0.577,0.751,4,-5.319,1,0.0337,0.0085,0,0.775,0.595,110.167,216760,2000
6YnUxW8CtOnI6mp3oh61Gr,April Sun In Cuba,Dragon,13,32j7iaDRlYck1n1tFWtfxU,Sunshine To Rain,2006-01-01,keg party jukebox,4PjiT7SWnUsTTTvKOuR76f,rock,permanent wave,0.743,0.779,1,-6.076,1,0.0325,0.232,2.07e-6,0.058,0.749,118.746,227373,2000
2JO3HwMRPeya8bXbtbyPcf,Love Will Tear Us Apart,Joy Division,71,0p8Zy0wEzDYiFDcSt07UHe,The Best Of,2008-03-20,Permanent Wave,5glAD13obyL0G9SH9ukBz2,rock,permanent wave,0.443,0.956,2,-6.198,1,0.0511,5.24e-5,0.825,0.135,0.909,146.754,206867,2000
6JzzI3YxHCcjZ7MCQS2YS1,Black Star,Radiohead,52,500FEaUzn8lN9zWFyZG5C2,The Bends,1995-03-28,Permanent Wave,5glAD13obyL0G9SH9ukBz2,rock,permanent wave,0.288,0.555,7,-7.431,1,0.0401,0.00312,0.0513,0.27,0.307,158.699,247040,1900
2xt2piJx6jlFkjS77YiqpL,Like a Stone,Audioslave,45,7ysDeat0kDelEE7M6MUwXZ,Audioslave,2002,Intro to Permanent Wave,3QGjcvI9hCZw81NqKq3ZGv,rock,permanent wave,0.614,0.568,7,-5.477,0,0.0276,0.00797,0,0.0997,0.516,107.849,293960,2000
3rINKmrSbky6jUVEvNtIX8,You're In The Army Now - Status Quo In Concert,Status Quo,32,5Nx780igKtyoLCLAxPorqE,Live At The BBC,2010-01-01,Permanent Wave,6dqoVI7qwYLyNqbg0MPad3,rock,permanent wave,0.441,0.654,4,-9.363,0,0.0334,0.167,1.49e-4,0.837,0.645,209.257,249547,2000
0ZYf6N5eBeXStMri0mf3DZ,Voices Carry,'Til Tuesday,54,1y4s0JN8CQMRwPTJ64jCUp,Voices Carry (Expanded Edition),1985-06-01,Permanent Wave CHDB,2foj4ZYVHRGqSd1aMqNPBj,rock,permanent wave,0.583,0.574,0,-9.044,1,0.0239,0.0282,2.14e-6,0.114,0.578,104.995,263573,1900
6SooMzpsDiPHFoLsk9XAvU,Burning Flame,Vitamin Z,22,4c9Rm5DvaeO3ytkFcdijMU,Rites of Passage,1985,Permanent Wave CHDB,2foj4ZYVHRGqSd1aMqNPBj,rock,permanent wave,0.751,0.762,9,-6.765,0,0.029,0.492,0,0.327,0.778,109.672,228000,1900
2gQaQUhDCNGfBVXTvxAmXQ,Shout,Tears For Fears,70,7y7459SFZReE5Wec4hejv5,Songs From The Big Chair,1985-02-25,Permanent Wave CHDB,2foj4ZYVHRGqSd1aMqNPBj,rock,permanent wave,0.511,0.942,0,-10.407,1,0.0429,0.174,1.87e-5,0.139,0.498,97.909,393667,1900
0yfNXxlyXdmP0ue1iJijx1,Come Undone,Duran Duran,66,0PqCkTvKFJxzr9uujq7a3T,Duran Duran,1993-02-15,Permanent Wave CHDB,2foj4ZYVHRGqSd1aMqNPBj,rock,permanent wave,0.542,0.793,8,-8.203,1,0.053,0.0423,3.95e-6,0.0814,0.708,173.931,256520,1900
05vL56xSoxthM0r7IfcQjo,If I Ever Lose My Faith In You,Sting,57,5kV0KBXfELibs6qQJLmOtg,Ten Summoner's Tales,1993-03-09,Permanent Wave CHDB,2foj4ZYVHRGqSd1aMqNPBj,rock,permanent wave,0.575,0.727,2,-9.539,1,0.0281,0.00952,0.00754,0.054,0.504,97.995,270533,1900
3FmAUR4SPWa3P1KyDf21Fu,Roxanne - Remastered 2003,The Police,22,3D9JqZG5Q1ptOJr8ZQ0j7I,Outlandos D'Amour (Remastered),1978-11-02,②⓪①⑨ mixed,2bOjjgN1S3Gqd8vSMyafvJ,rock,permanent wave,0.618,0.748,0,-8.905,1,0.361,0.0384,4.1e-6,0.0477,0.662,134.001,191500,1900
6hFHsQWB7HdVrSe7efRR82,Como te extraño mi amor,Café Tacvba,70,33iiSdb0XhQI0dSstspDls,Avalancha de éxitos,1996-10-25,②⓪①⑨ mixed,2bOjjgN1S3Gqd8vSMyafvJ,rock,permanent wave,0.791,0.759,9,-5.67,1,0.037,0.0823,4.44e-5,0.0993,0.917,124.725,214880,1900
5NoQvINZLBV1wMYPdNmReL,I Wanna Be Sedated,Ramones,64,43zbrwwFHh5e7cmDQomx8Z,Road to Ruin (40th Anniversary Deluxe Edition),1978,SNZB PERMANENT WAVE,6CgjYkPIWTxJi8RtPcki02,rock,permanent wave,0.56,0.965,11,-2.341,1,0.0409,0.121,6.23e-6,0.169,0.964,162.825,149787,1900
3kZUnG3jVpgwh3TQFdTv18,Rhiannon - 2017 Remaster,Fleetwood Mac,47,6jTUmLtY779ZNYsyugOq2q,Fleetwood Mac (2017 Remaster),1975-07-11,I didn’t know perm stood for permanent (wave),3e6gYPyrTbaB8BWgSHCt5j,rock,permanent wave,0.728,0.598,9,-10.251,0,0.0284,0.224,0.142,0.0988,0.797,129.516,250360,1900
4aWn4NHlELpOehxsBaQeoe,Don't You (Forget About Me),Simple Minds,45,2H2eNZClayR5jbgBa2iZx1,Once Upon A Time (Deluxe),1985,I didn’t know perm stood for permanent (wave),3e6gYPyrTbaB8BWgSHCt5j,rock,permanent wave,0.66,0.816,2,-6.61,1,0.0299,0.168,0.0181,0.0608,0.678,111.346,263040,1900
0xHxeH4QTqlfNrQvczkoTA,I Can't Explain - Stereo Version,The Who,41,6Oc6Ok1Oawu8lRkjmD4mXy,My Generation,1965-12-03,I didn’t know perm stood for permanent (wave),3e6gYPyrTbaB8BWgSHCt5j,rock,permanent wave,0.607,0.783,9,-8.391,1,0.0505,0.0409,0,0.0461,0.843,138.825,125968,1900
1tuwC1Ob5vnYZhvg3zyzJg,Pictures of You,The Cure,57,6vQB3ZBxnQPP3jQcGV2qzg,Disintegration (Deluxe Edition),1989-05-02,I didn’t know perm stood for permanent (wave),3e6gYPyrTbaB8BWgSHCt5j,rock,permanent wave,0.484,0.776,9,-6.48,1,0.0312,0.00371,0.109,0.131,0.495,171.935,448467,1900
3TgMcrV32NUKjEG2ujn9eh,It's Not Living (If It's Not With You),The 1975,74,6PWXKiakqhI17mTYM4y6oY,A Brief Inquiry Into Online Relationships,2018-11-30,I didn’t know perm stood for permanent (wave),3e6gYPyrTbaB8BWgSHCt5j,rock,permanent wave,0.618,0.837,1,-5.338,1,0.0304,2.54e-4,3.78e-4,0.0618,0.526,121.227,248336,2000
086myS9r57YsLbJpU0TgK9,Why'd You Only Call Me When You're High?,Arctic Monkeys,76,78bpIziExqiI9qztvNFlQu,AM,2013-09-09,permanent wave,3uFyGoayrP71xS6T6Y8Bh2,rock,permanent wave,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13e-5,0.104,0.8,92.004,161124,2000
6mVD1SfTvlFAPVi7txFL5H,Machu Picchu,The Strokes,63,6Jx4cGhWHewTcfKDJKguBQ,Angles,2011-03-18,permanent wave,3uFyGoayrP71xS6T6Y8Bh2,rock,permanent wave,0.695,0.814,1,-5.294,1,0.066,0.0133,0.0984,0.0601,0.882,105.011,209627,2000
0zHwJgn83eZezUw1zc8ZSf,Sideshow,Evan Petruzzi,26,01NWxx8CkzwkHQxGXqR2HB,Sideshow,2018-12-18,Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock,1VnvyBDqoV5TCZAnXYferL,rock,permanent wave,0.742,0.546,10,-5.229,1,0.0435,0.0363,3.77e-5,0.113,0.692,126.969,273800,2000
29lIqq81nEtIeroiSNDNM2,Monster,Novustory,24,06KpGDt9fpD3VSHcHjf2xS,Monster,2019-10-11,Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock,1VnvyBDqoV5TCZAnXYferL,rock,permanent wave,0.24,0.835,0,-6.861,1,0.142,0.0487,0,0.045,0.367,153.304,199416,2000
4SRtBFocTtcaWP3etJb7GK,Robbery,Lime Cordiale,64,44z3Y440N9zArT55GONVBe,Robbery,2019-09-20,Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock,1VnvyBDqoV5TCZAnXYferL,rock,permanent wave,0.687,0.708,3,-8.133,0,0.0891,0.421,0.242,0.213,0.89,152.937,223234,2000
1wbUqPb4FPoZ9GPdMyu5Wo,Hurt My Heart,White Lies,47,4Tx0K8iBF71PwI0Anj5otP,Hurt My Heart,2019-09-25,Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock,1VnvyBDqoV5TCZAnXYferL,rock,permanent wave,0.476,0.963,0,-3.956,0,0.0712,0.00124,1.04e-5,0.0664,0.38,91.996,254918,2000
03ZDwfZKhjHLqk9tIzd2KB,Die To Live,Volbeat,50,700dWAqcIsUkNJ1WN1XPT5,"Rewind, Replay, Rebound (Deluxe)",2019-08-02,Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock,1VnvyBDqoV5TCZAnXYferL,rock,permanent wave,0.421,0.968,9,-2.931,1,0.144,0.0158,0.656,0.351,0.355,186.095,182960,2000
7uLfw6yj5AbSaQTDwUVzzI,Oblivion,Zayde Wølf,44,4JZgklNjHl5RGNs51c8t34,Oblivion,2019-09-27,Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock,1VnvyBDqoV5TCZAnXYferL,rock,permanent wave,0.253,0.49,0,-8.187,0,0.0373,0.0169,0.0337,0.111,0.0549,72.955,278919,2000
0xuXRQJfxmdP6gvfDe2Z4L,Just Can't Get Enough - 2006 Remaster,Depeche Mode,61,0ntg4L6zjosDII94zoyboq,Speak & Spell (2006 Remastered Edition),1981-11-02,"""Permanent Wave""",3HjTMn6O6adW8vcSMnqmhw,rock,permanent wave,0.765,0.766,0,-9.374,1,0.0348,0.41,0.0527,0.177,0.923,128.177,222760,1900
5TM2eqdzfWPHklI7YnBmsD,Blister in the Sun - 2002 Remastered Version,Violent Femmes,18,2G9onFLGqlMJd1ThYf0vIB,Violent Femmes,1983,"""Permanent Wave""",3HjTMn6O6adW8vcSMnqmhw,rock,permanent wave,0.701,0.261,0,-19.846,1,0.0938,0.219,0,0.0821,0.89,97.042,144333,1900
2fzRBJ6xbrHGyRCBR2fE9n,Love My Way,The Psychedelic Furs,0,531pUFZ1BbEhfXDxitF8TU,Call Me by Your Name (Original Motion Picture Soundtrack),2017-11-03,"""Permanent Wave""",3HjTMn6O6adW8vcSMnqmhw,rock,permanent wave,0.674,0.831,0,-7.282,1,0.0367,0.0221,9.9e-5,0.107,0.606,126.075,213173,2000
77CCfbJgFZvKYpL2GY6XN9,Can You Hear Me,Korn,19,2pV3LWeXJ6cMqNKvkzAXKf,Can You Hear Me / Cold / You'll Never Find Me,2019-09-06,Rock Hard,37i9dQZF1DWWJOmJ7nRx0C,rock,hard rock,0.567,0.925,2,-4.131,1,0.0446,3.16e-4,0.0235,0.186,0.457,120.057,172867,2000
2NgM0Rr5uLzSR4WOVR9XW9,Forgiveness I + II,Billy Talent,56,3grI8WQrfW64ibvBALiZav,Forgiveness I + II,2019-11-27,Rock Hard,37i9dQZF1DWWJOmJ7nRx0C,rock,hard rock,0.33,0.968,4,-3.795,0,0.168,0.0066,4.55e-6,0.363,0.157,133.066,401177,2000
5qbtHIOOPeiALZnn7QmPJN,Obvious,DIAMANTE,36,5ELjHlzUpuI0MRD8wHRPuA,Obvious,2020-01-17,Rock Hard,37i9dQZF1DWWJOmJ7nRx0C,rock,hard rock,0.419,0.862,5,-5.542,0,0.0407,1.12e-4,0,0.39,0.448,156.041,222147,2000
30XZElqGTzvdg6clMAMcEp,Battle Drums,Kayzo,48,1kkEBzrWOWhSRlJxBlFLtG,Battle Drums,2020-01-15,Rock Hard,37i9dQZF1DWWJOmJ7nRx0C,rock,hard rock,0.524,0.966,10,-2.141,1,0.452,0.0107,0.00327,0.439,0.386,89.896,209333,2000
7727SnLGNGvHlfhyj9Xj0c,Her Eyes,Fame on Fire,53,1xfR2VULeyChSzvcL1oWha,Her Eyes,2019-12-05,Rock Hard,37i9dQZF1DWWJOmJ7nRx0C,rock,hard rock,0.479,0.992,0,-3.323,1,0.0597,0.00192,0,0.343,0.362,154.967,195009,2000
7EEaV81pUNKvqsTrEHGoQH,Erase The Pain,Palisades,61,3OTWWdNFbxGzWTJBX7588m,Erase The Pain,2018-12-28,Rock Hard,37i9dQZF1DWWJOmJ7nRx0C,rock,hard rock,0.466,0.864,3,-5.586,0,0.0976,5.45e-5,0,0.234,0.481,138.075,197835,2000
0Mw4XuHVUyFuf3qRJ3AU1h,KINGDOM,FEVER 333,50,1bavzQ4PG4bGqn5w8YIa1F,KINGDOM,2019-11-04,Rock Hard,37i9dQZF1DWWJOmJ7nRx0C,rock,hard rock,0.57,0.714,1,-5.245,0,0.144,1.59e-4,0.0011,0.264,0.601,95.051,205737,2000
0zEKOcdfzNkvW1OFnazAQO,sugar honey ice & tea - Edit,Bring Me The Horizon,55,2442fVHcs5gEuDXgRHespx,sugar honey ice & tea (Edit),2019-07-26,Rock Hard,37i9dQZF1DWWJOmJ7nRx0C,rock,hard rock,0.446,0.917,0,-3.765,0,0.0513,7.53e-5,0.0039,0.247,0.685,147.171,215712,2000
1CyXjg13hqTNIJgcNNIzDz,Save Defiance,Mark Morton,39,05GZgBtYRh693rtKwCCTIS,Save Defiance,2019-02-22,Rock Hard,37i9dQZF1DWWJOmJ7nRx0C,rock,hard rock,0.355,0.875,7,-5.067,1,0.0572,1.91e-5,2.52e-6,0.0613,0.436,175.156,276979,2000
607jKEHXU6EujgA90vKARO,The Leap,Our Last Night,43,4dfH6sDi0W0fV2S9EX86wV,The Leap,2019-02-22,Rock Hard,37i9dQZF1DWWJOmJ7nRx0C,rock,hard rock,0.516,0.924,11,-6.116,0,0.0816,2e-4,1.11e-6,0.125,0.536,89.973,221848,2000
1OsZJVrWpTUAdoBOMEqjdx,Low Life,Crobot,44,1vhwb9tA2jPSQ9aNxmhnpW,Low Life,2019-06-12,Hard Rock,37i9dQZF1DX1X7WV84927n,rock,hard rock,0.546,0.911,6,-4.801,1,0.062,8e-4,7.73e-5,0.131,0.757,76.008,216515,2000
4V0dhrqmMPQ8NQOgQ1EOYh,Blackened Eyes,Hank von Hell,39,6fZPgqo7rgrJLGDzGNpHqO,Blackened Eyes,2019-11-29,Hard Rock,37i9dQZF1DX1X7WV84927n,rock,hard rock,0.514,0.905,2,-5.315,0,0.0384,2.26e-5,0.654,0.272,0.37,127.028,208736,2000
1qFUgLQ1FvHZsQJCBfoLrX,Home,Junkyard Drive,37,4bs2AIvcG8HOksqcNFWYyT,Home,2019-10-18,Hard Rock,37i9dQZF1DX1X7WV84927n,rock,hard rock,0.387,0.844,1,-4.063,1,0.0486,6.06e-5,0.00833,0.374,0.443,146.988,250612,2000
3PtVCgZRsZCVfyrPpGdX39,Hail the End of Days,Deaf Rat,33,5rPHb1M5EDHPABMMzxjtGc,Hail the End of Days,2019-09-13,Hard Rock,37i9dQZF1DX1X7WV84927n,rock,hard rock,0.51,0.956,5,-3.657,0,0.0395,1.48e-5,0,0.347,0.494,100.015,254367,2000
2ZS0wDcdfrJPC86u5aJGo9,Seventeen,Winger,57,4aMtQDeDMAHBfh7cE87PWo,Winger,1988,’80s Hard Rock,37i9dQZF1DX68H8ZujdnN7,rock,hard rock,0.577,0.676,8,-11.931,1,0.0295,8.95e-4,2.29e-6,0.0625,0.676,95.98,245267,1900
43thLwzSasUUZEYjYPeJh3,Close My Eyes Forever,Lita Ford,59,5nfd1bXqze24U3EZXP1Qlk,Lita,1988-01-02,’80s Hard Rock,37i9dQZF1DX68H8ZujdnN7,rock,hard rock,0.476,0.331,5,-14.884,1,0.0305,0.31,2.82e-6,0.172,0.24,130.574,283133,1900
7990Xs9HQx7FXVIDVPEwj9,Rock And Roll All Nite,KISS,10,2hMjDSywkwY2HxjmWObpoI,Dressed To Kill (Remastered Version),1975-03-19,’80s Hard Rock,37i9dQZF1DX68H8ZujdnN7,rock,hard rock,0.656,0.931,1,-5.827,1,0.0976,0.046,0,0.0543,0.909,144.747,168733,1900
1Z6lKdYhwp8WYoBqGCKxlM,Unskinny Bop,Poison,61,7alngtync76VqYWSKxcBhB,Flesh & Blood,1990,’80s Hard Rock,37i9dQZF1DX68H8ZujdnN7,rock,hard rock,0.574,0.93,1,-2.949,1,0.0413,0.0657,7.78e-6,0.108,0.69,92.303,228067,1900
6fybp4N6eW3bsFAvARxyVe,Ain't Talkin' 'Bout Love - 2015 Remaster,Van Halen,65,7DdEbYFPKTZ8KB4z6L4UnQ,Van Halen (Remastered),1978-02-10,’80s Hard Rock,37i9dQZF1DX68H8ZujdnN7,rock,hard rock,0.518,0.938,8,-5.964,0,0.0416,0.021,3.05e-4,0.288,0.71,139.138,227800,1900
2ZSCy3P1QzpJySCWA6NRIU,I Was Made For Lovin' You,KISS,21,3vasiwx11ruCgyn54MBJYL,Dynasty (Remastered Version),1979-03-23,’80s Hard Rock,37i9dQZF1DX68H8ZujdnN7,rock,hard rock,0.768,0.852,4,-6.215,1,0.038,0.213,7.45e-5,0.0723,0.867,128.374,271240,1900
2YC6ET3q1F29B0V7UcPV70,Break Stuff,Limp Bizkit,59,50na3UenOpUOS1uuWXM0AY,Greatest Hitz,2005-01-01,Hard Rock Workout,3YouF0u7waJnolytf9JCXf,rock,hard rock,0.427,0.908,8,-5.399,1,0.165,0.00325,6.12e-5,0.0475,0.617,108.681,166653,2000
0qTnbQeh7q3kz7UcW7kmn2,The Tethered,Stone Dog Zen,30,0ai9BQkrHhv3kP3DErsXWF,The Tethered,2019-10-28,Hard Rock Workout,3YouF0u7waJnolytf9JCXf,rock,hard rock,0.608,0.952,11,-4.569,1,0.0864,0.00155,0.00423,0.513,0.716,129.959,258738,2000
1OnpbKIQvroNrs7oPSCACK,Little by Little,The Hate Club,20,76TM5o0qS0Xtfi9epLd0T8,Misfit - EP,2018-06-15,Hard Rock Workout,3YouF0u7waJnolytf9JCXf,rock,hard rock,0.343,0.663,3,-7.791,1,0.0542,0.0924,6.82e-5,0.15,0.166,128.135,213750,2000
28Cr95nnO5DUMQbZNYApBj,Follow the Blind,Afterlight,18,5TA7oinBiYYRfqlOnRJ5TY,Follow the Blind,2019-10-10,Hard Rock Workout,3YouF0u7waJnolytf9JCXf,rock,hard rock,0.503,0.983,1,-5.037,0,0.081,4.03e-4,0.0381,0.411,0.468,150.118,251528,2000
2ewiBP3MEWfbFbrNNzefM7,Me Against the Devil,Jake Adkins,27,6Tom3lU4OIoa049vlK50tz,Me Against the Devil,2017-11-01,Hard Rock Workout,3YouF0u7waJnolytf9JCXf,rock,hard rock,0.545,0.714,7,-8.952,1,0.0397,2.06e-4,0.00612,0.375,0.56,113.499,240294,2000
0t9ZCDl0rPqoHUSuFHX7as,At the Wheel,Colorblind,39,7rdud2MmWXRsS74ofzVU6S,At the Wheel,2019-11-15,Hard Rock Workout,3YouF0u7waJnolytf9JCXf,rock,hard rock,0.512,0.895,9,-4.264,0,0.0682,0.00181,0,0.0497,0.22,135.047,232927,2000
6vwO2sjv52r1efQm5JzKJ3,Never Enough,Five Finger Death Punch,0,1v9aT0XldEboEQHs5mPsVd,The Way Of The Fist,2007-07-31,Hard Rock Workout,3YouF0u7waJnolytf9JCXf,rock,hard rock,0.536,0.964,7,-4.093,1,0.127,5.12e-4,0,0.247,0.276,126.084,209373,2000
2a9OPIAax8pUKzNZKCxC5L,Electric,Tyler Gilbert,23,1NMsFEUXZ66oX5nNzrg4VX,Underdog,2019-03-29,Hard Rock Workout,3YouF0u7waJnolytf9JCXf,rock,hard rock,0.55,0.962,1,-5.264,1,0.068,1.12e-4,6.66e-4,0.294,0.314,95.03,291360,2000
43ncKp8gVEEKQ0HM9XI8pw,Crazy B*tch,Buckcherry,0,6BsdAkCGQgLptwWOBbPRBr,"""Crazy Bitch""",2006-01-31,Hard Rock Workout,3YouF0u7waJnolytf9JCXf,rock,hard rock,0.654,0.974,1,-3.304,0,0.0861,0.0209,0,0.0865,0.679,98.044,202733,2000
7rCdJQj0RPjmHTXQDsYPka,FMLYHM,Seether,0,6oYsd8GOHCliMpAtOIlgYY,Finding Beauty In Negative Spaces (Bonus Track Version),2007,Hard Rock Workout,3YouF0u7waJnolytf9JCXf,rock,hard rock,0.373,0.824,2,-4.339,1,0.049,3.17e-4,2.29e-6,0.131,0.302,196.11,208187,2000
639L1OUV4JRqnPHaQaziYO,Black Water,Massface,35,23K6MFcn6P0g20stfTCPpM,Massface,2017-10-01,Hard Rock Workout,5nOO372uzpOM5rB2bRWfkp,rock,hard rock,0.253,0.931,11,-3.093,1,0.0616,5.95e-4,0.00217,0.0978,0.332,194.911,208077,2000
31XxO16aGfm37OOK6uBGtE,Threat,Zero Theorem,6,0SSmpagAr6upXjib2U3ZFD,The Killing I,2020-01-17,Hard Rock Workout,5nOO372uzpOM5rB2bRWfkp,rock,hard rock,0.4,0.943,6,-4.731,0,0.144,6.53e-4,7.65e-5,0.206,0.29,176.056,190057,2000
1qAuIPMALdFtGv2Ymjy5l0,MONSTERS,Shinedown,66,0dtwIycvTaFNjo44QRwWz7,ATTENTION ATTENTION,2018-05-04,Hard Rock Workout,5nOO372uzpOM5rB2bRWfkp,rock,hard rock,0.487,0.9,5,-4.54,1,0.0529,0.00204,6.42e-6,0.11,0.377,149.959,248373,2000
5FzPEGHio0vzpwBO3c5DHn,Out For Blood,Sum 41,58,0GGHKJnkFE7PX8ToUPhVjU,Order In Decline,2019-07-19,Hard Rock Workout,5nOO372uzpOM5rB2bRWfkp,rock,hard rock,0.553,0.868,6,-4.186,0,0.048,7.35e-5,0.0359,0.0934,0.5,140.047,216571,2000
439sdo18d2vVo7crU9KWp1,MZRY,Crown The Empire,51,2L6KNKYHaXNPj4lXHSp5vb,Sudden Sky,2019-07-19,Hard Rock Workout,5nOO372uzpOM5rB2bRWfkp,rock,hard rock,0.412,0.892,8,-5.632,1,0.0635,7.78e-4,1.77e-5,0.0673,0.342,171.096,244615,2000
7oKLdbEvgGUgqgMyhiptrS,Lost in You Now,Brooke Lanziner,34,5pRd0LKXv9itFFWEQI4GOb,About Me - EP,2019-11-18,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",3Ho3iO0iJykgEQNbjB2sic,rock,hard rock,0.567,0.582,4,-7.238,1,0.0354,0.0865,3.4e-6,0.111,0.538,84.017,143933,2000
1yjq6IfLqwnoBRputaLwFg,Reflections,Irvine,25,2XXZPUG4OIRtStQbgsD3jd,Reflections,2019-05-21,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",3Ho3iO0iJykgEQNbjB2sic,rock,hard rock,0.621,0.474,0,-12.238,1,0.041,0.244,0.00948,0.166,0.306,94.036,222128,2000
27pKk8jhBwIzeb0A7Kkn9T,Lifeline,Homestead,35,5HspaDV1HXSdhI2tUHJ3Yr,Beacon - EP,2019-10-21,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",3Ho3iO0iJykgEQNbjB2sic,rock,hard rock,0.651,0.627,2,-5.758,0,0.106,0.0497,2.97e-5,0.0989,0.52,64.96,255000,2000
