track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
54cWVWqgyFukgDKQYmaKM3,Stupify,Disturbed,60,07w0hGS9XUdFsPBvDHy16y,The Sickness (10th Anniversary Edition),2010-03-12,Hard Rock Workout,6kXNv8J3HCYztxjOIUzApv,rock,hard rock,0.597,0.939,1,-3.001,1,0.0446,0.00108,9.77e-5,0.201,0.422,98,274000
1dfHpGeaXunLRNvzSZOZtc,Show Yourself,Mastodon,57,1VzmKgEG38fsUBZVe15wuF,Emperor of Sand,2017-03-31,Hard Rock Workout,6kXNv8J3HCYztxjOIUzApv,rock,hard rock,0.468,0.977,8,-4.198,1,0.0645,4.99e-6,0.0213,0.0543,0.493,134.996,182893
0tZ3mElWcr74OOhKEiNz1x,Bulls On Parade,Rage Against The Machine,73,24E6rDvGDuYFjlGewp4ntF,Evil Empire,1996-04-16,Hard Rock Workout,6kXNv8J3HCYztxjOIUzApv,rock,hard rock,0.412,0.919,5,-7.291,1,0.184,0.0124,0.0601,0.424,0.572,166.367,229467
30ixK9SJmGcMcSAP4Ksf8G,The End,In Flames,44,65sRfjCFFqSrVYY7YjYe6y,Battles,2016-11-11,Hard Rock Workout,6kXNv8J3HCYztxjOIUzApv,rock,hard rock,0.49,0.972,10,-4.518,0,0.111,1.88e-4,0.0299,0.368,0.376,95.012,238491
0WrZxwjIBUL0VNN0AAblBQ,Given Up,Linkin Park,37,72unDeCzOJ7Ho2fICTX8Kz,Given Up,2008-03-02,Hard Rock Workout!,5nQrMpkyWmxPX0gk74htMk,rock,hard rock,0.655,0.885,7,-4.116,1,0.0438,0.00117,4.73e-4,0.0448,0.938,100.088,189293
52g5Yh2do20q06afVynUhM,Whyyawannabringmedown,Aranda,38,36w2yzxOBlbjcOFZhwPB5X,Aranda,2008-04-22,Hard Rock Workout!,5nQrMpkyWmxPX0gk74htMk,rock,hard rock,0.618,0.97,5,-1.928,0,0.087,0.00618,4.09e-4,0.0547,0.684,100.039,162640
5FQXMRDSTkn9fowDJ3kZo8,You're Going Down,Sick Puppies,62,1lzHraZnbTovp0SL4aZD4R,Tri-Polar (International Version),2009,Hard Rock Workout!,5nQrMpkyWmxPX0gk74htMk,rock,hard rock,0.49,0.833,6,-5.899,1,0.0487,0.0116,5.04e-4,0.15,0.39,89.981,187347
1AnNNZspExK2PwVFbhw7G1,This Is Gonna Hurt,Sixx:A.M.,54,2c2pmROfPRd0Z5ZCYajOSJ,This Is Gonna Hurt,2011-05-03,Hard Rock Workout!,5nQrMpkyWmxPX0gk74htMk,rock,hard rock,0.557,0.979,9,-4.69,0,0.113,8e-4,0.06,0.0283,0.229,136.011,236293
1Yf6xbi1dJVdiKoWwxL1Ti,Walk Again,BrokenRail,27,4bLHpUCQdQu5hRszxuiNpT,Walk Again,2015-11-26,Hard Rock Workout!,5nQrMpkyWmxPX0gk74htMk,rock,hard rock,0.484,0.996,6,-1.465,1,0.142,4.07e-5,0,0.375,0.301,105.01,209394
2QnpQuh1qFzcn3ajc4OIwv,Let's Spend The Night Together - Stereo Version,The Rolling Stones,0,2aEyBG1K73KtNscS50y4aO,Hot Rocks 1964-1971,1971-12-20,Classic Hard Rock,1gAeQGQ7hr2q7IYmaejDW6,rock,hard rock,0.563,0.796,7,-7.731,1,0.0547,0.68,0,0.25,0.553,140.85,215800
7goH985cO5l8scNvaYOmT3,Bad Religion,Motörhead,14,4nlRDVViNwGwazr0ttQmZe,Collections,2007-05-18,Classic Hard Rock,1gAeQGQ7hr2q7IYmaejDW6,rock,hard rock,0.554,0.8,8,-8.855,1,0.0348,0.0145,0.104,0.105,0.162,95.894,302613
2nKOUDSm0EhVvQWoDyjl27,Crazy Train,Ozzy Osbourne,4,7uRtuOK8vhpFT3G5r8CPMg,The Essential Ozzy Osbourne,2003,Classic Hard Rock,1gAeQGQ7hr2q7IYmaejDW6,rock,hard rock,0.475,0.915,9,-3.565,1,0.0608,0.0152,0.00162,0.349,0.59,137.239,290160
6pqawkYEUzzuKve6QNfBaT,Sultans Of Swing,Dire Straits,9,2BPgOlvV3aTHJ7av8LhGn5,Sultans Of Swing - The Very Best Of Dire Straits,1998-11-10,Classic Hard Rock,1gAeQGQ7hr2q7IYmaejDW6,rock,hard rock,0.73,0.869,5,-7.307,1,0.0294,0.0605,0.0608,0.335,0.903,148.152,346600
0Ko737UNjXO17LK4Urdlwo,Fortunate Son,Creedence Clearwater Revival,10,5SU0mrOWmwgMyEITPFFRBB,More Creedence Gold,1973-01-01,Classic Hard Rock,1gAeQGQ7hr2q7IYmaejDW6,rock,hard rock,0.623,0.529,0,-12.419,1,0.0353,0.17,0.0201,0.489,0.603,132.74,138400
0usYFHAPoXjEK1UpzwPy0i,Where Eagles Dare - 1998 Remastered Version,Iron Maiden,2,3dFAfH33aNku65qm8IPS54,Piece Of Mind (1998 Remastered Edition),1983-05-16,Classic Hard Rock,1gAeQGQ7hr2q7IYmaejDW6,rock,hard rock,0.264,0.95,4,-7.183,0,0.0685,0.00264,0.0453,0.433,0.468,113.288,370333
11Ojp7JniVvwd0gmgvyKkd,Wrong Side of Heaven,Five Finger Death Punch,67,6vMTdFzBPjyrBSFkCvjUh3,"The Wrong Side Of Heaven And The Righteous Side Of Hell, Volume 1",2013-07-26,Workout Hard Rock,4TG1lzMD9HFvZ9E1Bk6Gnu,rock,hard rock,0.481,0.932,4,-4.592,0,0.083,0.00721,0,0.337,0.543,149.992,271000
5hheGdf1cb4rK0FNiedCfK,The Devil in I,Slipknot,71,0ApKaazNHf0gzjAYZauexq,.5: The Gray Chapter (Special Edition),2014-10-15,Workout Hard Rock,4TG1lzMD9HFvZ9E1Bk6Gnu,rock,hard rock,0.398,0.939,9,-2.865,0,0.0648,0.00591,8.81e-4,0.357,0.235,92.027,342821
0M3adYbGtyRHACP86dey1H,Throne,Bring Me The Horizon,68,7FqHuAvmREiIwVXVpZ9ooP,That's The Spirit,2015-09-11,Workout Hard Rock,4TG1lzMD9HFvZ9E1Bk6Gnu,rock,hard rock,0.426,0.888,0,-3.72,0,0.0987,4.55e-4,0,0.306,0.387,144.111,191520
5HOe9xT5P0J5S5wfab48Tx,Duck And Run,3 Doors Down,0,6P77jds0hG6gVzUuIQVj7E,The Better Life - Deluxe Edition,2007-01-01,Workout Hard Rock,4TG1lzMD9HFvZ9E1Bk6Gnu,rock,hard rock,0.513,0.932,4,-4.908,0,0.0438,0.0187,4.77e-5,0.133,0.85,87.9,230667
2mNr0dLMmLfkkQq4OjNQmX,Lost 蛇,October Ends,50,4paF6ifFpF7vhGwQrhnB8C,Lost 蛇,2019-12-13,Rock Hubspot,5hvf4yL105Rw6cvCP6AMjM,rock,hard rock,0.357,0.955,6,-3.945,1,0.203,6.19e-5,0.00114,0.108,0.306,90.031,213830
050vmlJyVUbjkJ1C6hrWKr,Even Angels,Radio Free Universe,39,3DbvWcrqWjPiQckznWWYaV,Even Angels,2019-09-06,HARD ROCK Vibes,28817h8FTrRI4V40DqHVaB,rock,hard rock,0.628,0.797,7,-5.728,1,0.0265,0.127,1.43e-5,0.134,0.349,119.034,232220
7IHZxpSS1FbVBIY8GKinlK,Suicide (Gonna Make Its Call),Bad Apples,23,6scJxxcXBmA3wMVlL1pCqC,Bad Apples,2019-09-14,HARD ROCK Vibes,28817h8FTrRI4V40DqHVaB,rock,hard rock,0.211,0.96,3,-3.221,0,0.0733,1.64e-5,0.0106,0.205,0.248,159.414,272920
3IKcPRETvaJ7ARE3W3RWyN,Insanity,Before Us All,20,2mgHkKJwWMr2vm6QRdJIwJ,Deception,2019-09-27,HARD ROCK Vibes,28817h8FTrRI4V40DqHVaB,rock,hard rock,0.465,0.991,5,-3.181,1,0.133,2.55e-5,0.0384,0.0908,0.185,139.985,216214
0QjploZFoXNkEeARysbQmk,Gave 'em Love,Scoo8y Smack,21,594C6sO7iciGPLomZXhHWQ,Finally Broken,2019-03-08,HARD ROCK Vibes,28817h8FTrRI4V40DqHVaB,rock,hard rock,0.529,0.623,8,-6.276,1,0.305,0.0743,0,0.104,0.606,168.405,171119
3h2BczCiAjSwHpEyq7UXja,Hallelujah,Shim,23,3LfIE9glA4yBUnfiASENcN,Hallelujah,2018-05-16,New Hard Rock,64BvJcehegyvhqQtV82Ddz,rock,hard rock,0.381,0.934,7,-3.769,1,0.146,0.0127,0.244,0.0652,0.315,173.597,215788
2fM6IykCVPDUucdkbdX5mf,Heaven Knows,The Pretty Reckless,0,1cq7xeAF6SXqN2X4C8cfVk,Heaven Knows,2013-11-19,New Hard Rock,64BvJcehegyvhqQtV82Ddz,rock,hard rock,0.549,0.801,7,-3.754,1,0.043,0.0867,0,0.225,0.629,83.979,224827
308BpHy6evPQz9hSPpSLNf,Blood,In This Moment,1,1azQBA4tlIPpqXcABHVYkl,Blood,2012-08-13,New Hard Rock,64BvJcehegyvhqQtV82Ddz,rock,hard rock,0.534,0.95,9,-2.712,0,0.161,0.012,1.91e-6,0.413,0.527,140.071,207587
1ugJHNt9h6R2PSuITjw3aH,Die For You,Otherwise,0,2mtyDLXtYvr7hR7q47IMlV,True Love Never Dies,2012-05-21,New Hard Rock,64BvJcehegyvhqQtV82Ddz,rock,hard rock,0.575,0.96,8,-3.388,1,0.0389,0.00264,5.88e-6,0.198,0.702,96.016,191787
5SwCwWPx2LjBEkC8DXei4Q,Nothing Left to Lose,Heaven's Basement,41,4IuMmqqcsvYAsjoCR0FMPU,Filthy Empire (Explicit),2013-02-05,New Hard Rock,64BvJcehegyvhqQtV82Ddz,rock,hard rock,0.319,0.958,10,-3.201,0,0.119,0.0365,0,0.066,0.182,104.829,224160
20H8UbFNGzekNvRbJsBoOY,More Than This Ft Dan Chandler of Evans Blue,HeavensDust,30,5XHh1fYsZ00MkWo8L5nPKm,The Sounds of Hope : The World Rocks for Japan,2014-03-10,New Hard Rock,64BvJcehegyvhqQtV82Ddz,rock,hard rock,0.396,0.857,1,-4.142,0,0.0342,0.114,0,0.105,0.209,174.028,225030
5oMBsH6iijc4NjnkoHNmTL,Dangerous (Feat. Howard Jones),Within Temptation,0,5uW43rvsIyDMp2kzRyrvXT,Hydra,2014-02-04,New Hard Rock,64BvJcehegyvhqQtV82Ddz,rock,hard rock,0.499,0.925,7,-4.773,0,0.0613,2.64e-4,1.18e-4,0.0978,0.194,127.994,293236
7LIVrWcWJUeCIBsHBkcs2T,Can't Fight This Feeling,REO Speedwagon,3,7HJU1Gp7uIIXeD8aI7d9jO,Collections,2005,Rock Ballads 80s 90s | Best Rock Love Songs 80's 90's Music Hits,0y8MUle9Lf8VDNjPsskzJB,rock,hard rock,0.456,0.542,9,-8.552,1,0.0252,0.248,2.26e-5,0.0971,0.229,78.192,293093
57l7Y234WdweMtdiImaGqU,Beth I Hear You Calling,Smoke Trio,29,3b8epe5o0Aw0wS8HAufhg0,You Are and Will Be Loved,2016-03-20,Rock Ballads 80s 90s | Best Rock Love Songs 80's 90's Music Hits,0y8MUle9Lf8VDNjPsskzJB,rock,hard rock,0.62,0.161,0,-12.448,1,0.0277,0.695,2.46e-5,0.14,0.299,99.936,193200
4HkJqkKtL0hRGH38d6yhJA,From the Inside,Alice Cooper,26,7FFpqmbQxj3u4Q7aLGNox0,From The Inside,1978,70s Hard Rock,6pZlZ20vt3aDjIKw98aBtQ,rock,hard rock,0.641,0.696,4,-12.697,0,0.03,8.25e-4,3.36e-4,0.116,0.671,117.058,235240
1wwR242udYdQC4ggSSB5oe,Just Got Paid,ZZ Top,16,49D5PPfPX1k8jg9DUI2gHT,The Complete Studio Albums (1970 - 1990),2013-06-07,70s Hard Rock,6pZlZ20vt3aDjIKw98aBtQ,rock,hard rock,0.567,0.687,9,-10.536,1,0.0435,0.29,0.426,0.121,0.625,99.93,267480
2SUpC3UgKwLVOS2FtZif9N,Carry on Wayward Son,Kansas,63,5LNcEWLS2ysZU9Eid63qRJ,The Essential Kansas,2010,70s Hard Rock,6pZlZ20vt3aDjIKw98aBtQ,rock,hard rock,0.453,0.788,7,-5.712,1,0.0326,0.00283,1.19e-4,0.441,0.793,126.737,322093
5CjVzwMUI6j5Y8PlfJauvf,All Right Now,Free,35,2YXPcawKf7oVPPaDgVRP3M,All Right Now: The Collection,2012-01-01,70s Hard Rock,6pZlZ20vt3aDjIKw98aBtQ,rock,hard rock,0.767,0.485,2,-11.547,1,0.0873,0.191,3.76e-5,0.319,0.747,119.757,333400
6mHMOEW1ByeAuuwlSHchVE,Crazy On You,Heart,0,38c7EmARh2abfBJh6VNoeY,Greatest Hits,1998,70s Hard Rock,6pZlZ20vt3aDjIKw98aBtQ,rock,hard rock,0.424,0.456,9,-12.633,0,0.0333,0.0816,3.36e-5,0.159,0.353,130.353,294027
3YBZIN3rekqsKxbJc9FZko,Paradise City,Guns N' Roses,78,3I9Z1nDCL4E0cP62flcbI5,Appetite For Destruction,1987-01-01,Hard Rock Classics 1967-1991 (Party Edition),1NIX36ZFWEtgXSbSNghoue,rock,hard rock,0.273,0.952,11,-8.762,1,0.0841,0.0169,0.0112,0.142,0.475,100.269,405640
5Z8EDau8uNcP1E8JvmfkZe,School's Out,Alice Cooper,65,0zKjnOsXxs63unPR6TWoHq,School's Out,1972,Hard Rock Classics 1967-1991 (Party Edition),1NIX36ZFWEtgXSbSNghoue,rock,hard rock,0.294,0.745,5,-9.138,1,0.0461,0.05,0.125,0.676,0.347,134.364,210107
6fZO4Uk2yM4MwrY13n2zBI,(Don't Fear) The Reaper - Single Version,Blue Öyster Cult,1,24atu8BmjlxBrHAS8aWQS1,The Singles Collection,2005,Hard Rock Classics 1967-1991 (Party Edition),1NIX36ZFWEtgXSbSNghoue,rock,hard rock,0.419,0.909,0,-10.258,1,0.0639,0.00239,1.68e-5,0.24,0.494,142.217,228867
2nVHqZbOGkKWzlcy1aMbE7,Kashmir - 1990 Remaster,Led Zeppelin,69,1lZahjeu4AhPkg9JARZr5F,Physical Graffiti,1975-02-24,Hard Rock Classics 1967-1991 (Party Edition),1NIX36ZFWEtgXSbSNghoue,rock,hard rock,0.48,0.536,2,-11.166,1,0.0427,0.488,4.22e-5,0.155,0.581,80.617,508200
4WpCUxvZhpWQynzvIAXmtR,Shout It Out Loud,KISS,0,2oPeCzPDtjkm2Ux5r7edAb,Destroyer (Remastered Version),1976-03-15,Hard Rock Classics 1967-1991 (Party Edition),1NIX36ZFWEtgXSbSNghoue,rock,hard rock,0.571,0.953,3,-5.002,1,0.0568,0.124,5.57e-6,0.35,0.682,135.599,169027
0GTK6TesV108Jj5D3MHsYb,Owner of a Lonely Heart,Yes,69,6nNlTIiFd3J06W0rJiiwlz,90125 (Deluxe Version),1983-06-01,Hard Rock Classics 1967-1991 (Party Edition),1NIX36ZFWEtgXSbSNghoue,rock,hard rock,0.744,0.798,7,-5.981,1,0.0364,0.175,0.00367,0.26,0.89,125.061,268507
0Ti2dlF2xLjXblvdU5fCxM,Miss Murder,AFI,70,1XcA7EEpVRg3FpVbhWu9JV,DECEMBERUNDERGROUND,2006-06-06,2000's hard rock,0EmGNFBBgqLmvdQGPbgiMp,rock,hard rock,0.308,0.873,8,-4.542,1,0.0533,2.2e-4,7.29e-4,0.0974,0.686,143.519,206587
43lcnmBoTbTRjaer77OBf7,Paper Airplanes (Makeshift Wings),AFI,39,1eIzVBHA5NvX0wo2nLACew,Sing The Sorrow,2003,2000's hard rock,0EmGNFBBgqLmvdQGPbgiMp,rock,hard rock,0.434,0.924,1,-3.379,0,0.0411,0.0064,0,0.342,0.497,101.862,237373
5cZqsjVs6MevCnAkasbEOX,Break Stuff,Limp Bizkit,71,3HCCUaRSjHSFOe4fqE0BiP,Significant Other,1999,2000's hard rock,0EmGNFBBgqLmvdQGPbgiMp,rock,hard rock,0.432,0.884,8,-6.659,1,0.13,0.0127,5.27e-4,0.166,0.624,108.948,166707
5IvKtrcNWBkvyW2yXZ2Y40,Stupify,Disturbed,55,6IvosVciDOQ9NAPaKwhtLY,The Sickness,2000-02-25,2000's hard rock,0EmGNFBBgqLmvdQGPbgiMp,rock,hard rock,0.49,0.938,1,-3.916,1,0.129,0.00234,2.17e-5,0.186,0.437,196.143,274160
200UDgTJl6xvSejJzMP6Ne,Whatever You Like - Radio Edit,Dasco,50,6ZdIp3hlkuZvNceiXKMFqg,Whatever You Like,2018-02-23,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.674,0.805,2,-4.867,1,0.0401,0.0401,4.58e-5,0.3,0.537,109.998,165829
7MUazB4rGIqFFIkjT95rCO,Baianá,Bakermat,54,7ImQIxwDqi9OKS93QMsKQN,Baianá,2019-07-26,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.564,0.723,2,-6.983,0,0.0702,7.41e-4,0.672,0.543,0.466,121.97,180843
4ctpogwllZ06lgqpFORcZR,Rivers - Sam Feldt & De Hofnar Remix,Thomas Jack,48,1TlstMo9DcjU35G5BEFKLr,Rivers (Remixes),2015-10-29,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.732,0.63,8,-7.827,1,0.056,0.0544,1.49e-4,0.147,0.405,125,251548
6wHdTGv5xb3HU7As15DLda,Above the Clouds,Robin Schulz,46,4iu0toRdSjyU0qIdKTWMoY,Uncovered,2017-09-29,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.575,0.601,9,-8.986,0,0.0761,0.0206,0.0224,0.0708,0.204,122.012,210920
69lKbD1RGW41qnsksqtMuq,Fall At Your Feet,Lucy Neville,32,3NT7QaUJUgaZb5HBlcXEpv,Fall At Your Feet,2016-11-11,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.713,0.666,7,-7.636,1,0.0327,0.107,0.124,0.106,0.111,110.004,202640
0elb6lDN4B5Ao3TWoXYUzs,Almost Mine - Radio Edit,Wankelmut,47,4gIL6SKkzTlbzpBZ8l6s1D,Almost Mine (Radio Edit),2017-04-21,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.708,0.8,11,-5.072,1,0.0427,0.0513,1.02e-5,0.317,0.484,122.062,200467
2kBgJXGbVA6WcA40IFA9KF,Tu Cariñito,Puerto Rican Power,64,0eoWrfcaxarOASMm50HE7s,2 Grandes de la Salsa Vol. 4,2008-11-11,Paraiso Tropical,37i9dQZF1DWYey22ryYM8U,latin,tropical,0.691,0.873,5,-8.758,0,0.0382,0.33,1.63e-6,0.0362,0.916,93.685,251253
6bum69IXoiGcZCb83ZtfGA,Me Tengo Que Ir,Adolescent's Orquesta,7,41WgoKq8UltJA2tL7msFdt,"Salsa Classics, Vol. 1",2010-03-05,Paraiso Tropical,37i9dQZF1DWYey22ryYM8U,latin,tropical,0.464,0.799,2,-3.275,0,0.0375,0.356,0,0.286,0.856,96.839,283129
0wDEs6WvqDHq4XJZC0dHhO,Hoja En Blanco,Monchy & Alexandra,65,4aqcDA0Q2UEPInj5a89Cjr,Hoja En Blanco,2007-02-05,Paraiso Tropical,37i9dQZF1DWYey22ryYM8U,latin,tropical,0.932,0.772,0,-3.599,1,0.0369,0.225,3.24e-6,0.176,0.863,135.063,307200
3zVibdZHsVH05p5Crux6xX,La Demanda,Romeo Santos,65,1yM8iaMk4Slsqr94LabgN1,Utopia,2019-04-05,Paraiso Tropical,37i9dQZF1DWYey22ryYM8U,latin,tropical,0.865,0.712,6,-4.519,0,0.0397,0.102,1.22e-6,0.311,0.951,122.021,234480
6rB5eNXwpxDbVJJpWzaOlf,Corazón Enamorado,Juan Luis Guerra 4.40,49,6Q8jh2ZFgTVWBeLlGCTJKV,Corazón Enamorado,2019-04-26,Paraiso Tropical,37i9dQZF1DWYey22ryYM8U,latin,tropical,0.879,0.488,6,-4.758,1,0.0364,0.763,3.94e-6,0.141,0.888,125.04,189520
1soECbw2IFdWt5W8Rb4uG7,Payasos,Romeo Santos,66,1yM8iaMk4Slsqr94LabgN1,Utopia,2019-04-05,Paraiso Tropical,37i9dQZF1DWYey22ryYM8U,latin,tropical,0.855,0.698,10,-4.511,0,0.0447,0.245,0,0.347,0.906,124.057,203427
3dMj27D6Bt1wBNEJtyFPWi,La Malquerida,Solovino,36,1D5Q8GY42ATYRxb5qYg7RL,La Malquerida,2019-05-02,Vibra Tropical,37i9dQZF1DX3fXJqxGjuEP,latin,tropical,0.776,0.854,8,-4.1,1,0.0308,0.115,0.00156,0.0746,0.802,108.998,231212
6oa3KgZJ83kb3qfjlExQKz,El Sueno de Frida,Antonio Garcia Isaac,38,4VE8K1ccgbiGo0f8eeIxC0,Ambientes,2019-07-05,Vibra Tropical,37i9dQZF1DX3fXJqxGjuEP,latin,tropical,0.635,0.454,10,-12.242,1,0.039,0.797,0.871,0.111,0.38,111.345,224452
4KgCkReDfRd1WAFTqFgL98,I'll Play The Fool,Claude Fontaine,16,6zIEyjtc15ivJQWZ0gTCVd,I'll Play The Fool,2019-04-17,Vibra Tropical,37i9dQZF1DX3fXJqxGjuEP,latin,tropical,0.621,0.713,11,-11.527,0,0.0448,0.57,0.75,0.0958,0.794,175.93,168333
49rlL3YVFGFr5woYWwKjOk,Summer Feelings,Onda Norte,4,2Mk7tSblgPxgovSF8jzLjy,Summer Feelings,2018-08-10,Tropical Vibes,37i9dQZF1DX6RA5ZrA5a23,latin,tropical,0.685,0.667,11,-7.17,0,0.0314,0.0234,0.757,0.254,0.326,99.995,176419
3g8YGS38REdEPlWhVIlSLi,Gonna Save Me,Paisley Pink,44,6LfjFIZiZsxTDzMhwOpaKk,No Crush,2019-03-08,Tropical Vibes,37i9dQZF1DX6RA5ZrA5a23,latin,tropical,0.71,0.636,10,-10.493,1,0.0389,0.0523,0.92,0.131,0.437,110.002,239041
5t9FpLt6rnfuhSoqZw737T,Montreal,Dieter Spitz,43,65MiD9wGh8CNnHUkq3oLmE,Montreal,2018-05-13,Tropical Vibes,37i9dQZF1DX6RA5ZrA5a23,latin,tropical,0.7,0.67,4,-11.85,1,0.0455,0.56,0.901,0.11,0.153,110.452,206685
1YPsBcPaUgzDLVMnkNjezF,Deserter,Jones Meadow,45,6WqF77ilKp8ui2RlGIYmAp,Down Here with You,2019-07-26,Tropical Vibes,37i9dQZF1DX6RA5ZrA5a23,latin,tropical,0.711,0.873,10,-8.613,0,0.0393,0.0165,0.742,0.16,0.795,120.002,210875
4SN5CP1ReUEwDCm2PcrLho,Subwalk,Bamba Lamer,54,2F0tC3SD5NyUaS6Pgx7mKS,Subwalk,2018-10-23,Tropical Vibes,37i9dQZF1DX6RA5ZrA5a23,latin,tropical,0.816,0.799,10,-8.357,0,0.0602,0.0115,0.905,0.0806,0.303,119.988,292024
20USnYqI2EWN1fLBD2PF0i,Feel The Heat,Bon Lui,57,0KND8xyCtHZVfexgG0ZQR6,Feel The Heat,2017-06-02,Tropical Vibes,37i9dQZF1DX6RA5ZrA5a23,latin,tropical,0.69,0.902,0,-5.666,0,0.0514,0.0019,0.254,0.122,0.125,114.986,319677
4d3cCNTG3PUgWhPButc4N7,Sing It With Me - Embody Remix,JP Cooper,50,2CSqme9HhEuoriPpNzwUiJ,Sing It With Me (Embody Remix),2019-06-21,Tropical Vibes,37i9dQZF1DXd8Gn5cSmvFy,latin,tropical,0.674,0.854,5,-5.253,1,0.115,0.054,0,0.379,0.503,111.969,180571
0AcXoZdweaXpvNedObXU9r,Eighteen,CASP:R,45,5VQIDn4NaAZ1DpJPEXvEFV,Eighteen,2018-05-04,Tropical Vibes,37i9dQZF1DXd8Gn5cSmvFy,latin,tropical,0.664,0.597,6,-7.096,1,0.175,0.0768,0,0.0841,0.475,99.994,163806
717F7aaPBGVz777aXLiGP9,Dancing In The Dark (feat. Christof Jeppsson),Strobe!,47,3RvMDYjQ5qqSOlxLCrT5wl,Dancing In The Dark (feat. Christof Jeppsson),2019-10-04,Tropical Vibes,37i9dQZF1DXd8Gn5cSmvFy,latin,tropical,0.699,0.724,7,-3.117,1,0.0268,0.00696,7.2e-5,0.208,0.214,120.978,170594
1fVK9eG4r7r8RFlkqIcqSA,Mi Canción Perdida,Daniel Santacruz,46,7wecNvsCoHmUs7L0gPQ7by,Mi Canción Perdida,2019-05-17,Punto Tropical,37i9dQZF1DWZ1FUX6sM67g,latin,tropical,0.743,0.742,10,-7.516,1,0.0305,0.477,3.13e-5,0.118,0.807,128.019,234500
3Ci6uIZmFwpCdt9J4Ozj9F,Contento,Shelow Shaq,1,5f5e8N3dykCFlpduLBviW3,Contento,2019-06-21,Punto Tropical,37i9dQZF1DWZ1FUX6sM67g,latin,tropical,0.54,0.85,5,-2.46,0,0.0496,0.0145,7.13e-4,0.0925,0.333,100.103,218406
1Tui5vFvdCRmewmVGikTrM,Tu Amor Es Como Un Río,Kany Garcia,50,16nUcmZoEneQGzyvqpXrGr,Contra el Viento,2019-05-17,Punto Tropical,37i9dQZF1DWZ1FUX6sM67g,latin,tropical,0.861,0.654,7,-7.871,1,0.0377,0.716,2.37e-6,0.111,0.759,127.95,227840
20jvgYvnqySWnNCsHQZnXk,El Taqui Taqui - Original Mix,Ilegales,54,5aAR4JhNb2bA0r6uPHlhYz,Rebotando,1997-11-11,Punto Tropical,37i9dQZF1DWZ1FUX6sM67g,latin,tropical,0.826,0.949,6,-7.18,0,0.064,0.0242,1.33e-5,0.0191,0.928,133.456,263493
6dxPjnXGRAAwbxKKPDxoEE,Encaracolado,Tchelo Gomez,29,56DCjD9kWsWTwi0BiwmY5A,Encaracolado,2019-01-18,Orgulho Tropical,37i9dQZF1DWZ8fJXMbebf9,latin,tropical,0.871,0.43,5,-10.359,1,0.0484,0.561,1.38e-5,0.0564,0.663,119.969,254000
69yEXv1TC4w4mfUPShEYbk,Ritual,Davi,34,1IuLJB8NiSwbIXKgXoxgOe,Ritual,2019-08-01,Orgulho Tropical,37i9dQZF1DWZ8fJXMbebf9,latin,tropical,0.767,0.599,3,-4.774,0,0.0415,0.106,0,0.308,0.746,111.018,186932
6oXtGVfDrg6hOJrcj1Il4N,Cara Nova (Microfonado Pocket Version),Juccas,36,4zrKSyqZQUvrRyk1sZ26eI,Microfonado Pocket,2019-11-14,Orgulho Tropical,37i9dQZF1DWZ8fJXMbebf9,latin,tropical,0.677,0.473,9,-7.008,0,0.205,0.076,0,0.0825,0.546,78.946,188729
1CzYBc7oMCOmnEKMo3tG3s,Onda,Mc Tha,45,2VdGX4c99Au3aGtR1HJAIm,Rito de Passá,2019-06-21,Orgulho Tropical,37i9dQZF1DWZ8fJXMbebf9,latin,tropical,0.653,0.624,6,-7.907,0,0.0367,0.142,1.55e-5,0.0997,0.562,95.018,216000
2Lh9Vp6Bi83hNe5RFYh8SA,Heading Home,Ludvigsson,49,5axYeuvwIhNRxajMkwr3cY,Heading Home,2019-09-27,Tropical House 🏝 2020 Hits,2SRbIs0eBQwHeTP7kErjwo,latin,tropical,0.6,0.78,4,-5.196,1,0.0379,0.0314,0,0.116,0.437,122.038,189836
1cKDIdp2Gsa5d7Pb2bv3K6,Figured You Out,KVR,51,4wmWFvCHjGnNWbQQyGvYLV,Figured You Out,2019-11-01,Tropical House 🏝 2020 Hits,2SRbIs0eBQwHeTP7kErjwo,latin,tropical,0.765,0.714,0,-7.462,0,0.0485,0.0618,0,0.111,0.363,113.003,184511
1VpoazEusm1ki8hoSK49ua,'74 - '75 (feat. Susan Tyler) - Radio Edit,Paolo Pellegrino,51,7IMYSlNJvGAztqUyPalK7C,'74 - '75 (feat. Susan Tyler),2019-02-08,Tropical House 🏝 2020 Hits,2SRbIs0eBQwHeTP7kErjwo,latin,tropical,0.635,0.815,11,-4.303,0,0.0351,0.185,1.25e-4,0.322,0.522,99.979,197000
